transaction_id,timestamp,user_id,receiver_id,amount,sender_bank,receiver_bank,device_id,device_type,city,state,transaction_type,merchant_category,transaction_status,is_fraud,fraud_scenario
T0044662,2026-03-22 12:39:54,U0347,R0006,156.12,Bank_C,Bank_A,D0347_2,iOS,Chennai,Tamil Nadu,BillPay,Other,SUCCESS,0,none
T0044685,2026-03-22 13:41:40,U1588,R1739,427.73,Bank_C,Bank_E,D1588_1,Android,Mumbai,Maharashtra,P2P,Other,SUCCESS,0,none
T0044692,2026-03-22 13:49:33,U1897,R2617,1019.32,Bank_D,Bank_C,D1897_1,Android,Bengaluru,Karnataka,P2M,Travel,FAILED,0,none
T0044713,2026-03-22 14:49:53,U0324,R1835,1225.08,Bank_D,Bank_D,D0324_2,Android,Pune,Maharashtra,P2M,Shopping,SUCCESS,0,none
T0044744,2026-03-22 16:26:25,U0880,R0582,388.54,Bank_D,Bank_A,D0880_2,iOS,Jaipur,Rajasthan,P2P,Other,SUCCESS,0,none
T0044799,2026-03-22 18:39:17,U1161,R3649,297.09,Bank_E,Bank_C,D1161_1,Android,Mumbai,Maharashtra,BillPay,Utilities,SUCCESS,0,none
T0044906,2026-03-22 23:09:52,U0095,R5557,467.89,Bank_D,Bank_B,D0095_2,Android,Jaipur,Rajasthan,P2P,Utilities,SUCCESS,0,none
T0044953,2026-03-23 01:20:01,U1645,R0491,285.43,Bank_B,Bank_C,D1645_1,Android,Delhi,Delhi,P2M,Travel,SUCCESS,0,none
T0044997,2026-03-23 03:18:27,U0102,R5727,109.99,Bank_D,Bank_D,D0102_1,Android,Pune,Maharashtra,Recharge,Shopping,SUCCESS,0,none
T0045056,2026-03-23 05:48:39,U1535,R3302,192.93,Bank_E,Bank_C,D1535_1,Android,Pune,Maharashtra,P2M,Travel,SUCCESS,0,none
T0045285,2026-03-23 16:04:05,U0390,R0178,345.35,Bank_D,Bank_B,D0390_1,Android,Bengaluru,Karnataka,P2M,Utilities,SUCCESS,0,none
T0045308,2026-03-23 17:11:05,U0592,R1478,153.0,Bank_E,Bank_C,D0592_2,Android,Kolkata,West Bengal,P2P,Healthcare,SUCCESS,0,none
T0045341,2026-03-23 18:31:01,U0347,R2546,386.77,Bank_C,Bank_C,D0347_2,Android,Chennai,Tamil Nadu,P2P,Other,SUCCESS,0,none
T0045344,2026-03-23 18:41:06,U1513,R2840,2359.25,Bank_A,Bank_C,D1513_1,iOS,Delhi,Delhi,P2M,Groceries,SUCCESS,0,none
T0045465,2026-03-23 23:17:37,U0747,R0676,7990.63,Bank_E,Bank_D,D0747_1,iOS,Kolkata,West Bengal,P2P,Shopping,SUCCESS,0,none
T0045500,2026-03-24 01:21:53,U0475,R1920,531.57,Bank_C,Bank_B,D0475_2,Android,Pune,Maharashtra,P2P,Groceries,SUCCESS,0,none
T0045578,2026-03-24 04:25:37,U0136,R4446,3122.03,Bank_A,Bank_D,NEW_62132,iOS,Jaipur,Rajasthan,P2P,Shopping,SUCCESS,1,mixed
T0045638,2026-03-24 06:57:51,U0713,R3399,1109.46,Bank_C,Bank_D,D0713_2,Android,Hyderabad,Telangana,P2P,Food,SUCCESS,0,none
T0045786,2026-03-24 13:35:33,U1518,R0785,261.86,Bank_E,Bank_D,D1518_2,Android,Mumbai,Maharashtra,P2M,Travel,SUCCESS,0,none
T0045880,2026-03-24 17:11:16,U0702,R0142,17718.88,Bank_C,Bank_A,D0702_1,iOS,Bengaluru,Karnataka,P2M,Healthcare,SUCCESS,0,none
T0045893,2026-03-24 17:42:24,U0423,R1607,896.46,Bank_C,Bank_E,D0423_2,Android,Delhi,Delhi,P2P,Travel,SUCCESS,0,none
T0045927,2026-03-24 19:21:56,U1608,R3434,152.64,Bank_A,Bank_E,D1608_1,Android,Delhi,Delhi,P2P,Healthcare,SUCCESS,0,none
T0045943,2026-03-24 19:53:47,U1931,R2935,731.11,Bank_E,Bank_D,D1931_1,Android,Mumbai,Maharashtra,P2M,Groceries,SUCCESS,0,none
T0046066,2026-03-25 01:19:01,U0985,R2376,799.87,Bank_E,Bank_B,D0985_2,iOS,Hyderabad,Telangana,P2M,Travel,SUCCESS,0,none
T0046089,2026-03-25 02:17:22,U1081,R0596,1556.14,Bank_B,Bank_A,D1081_2,Android,Delhi,Delhi,P2P,Other,SUCCESS,0,none
T0046359,2026-03-25 14:00:45,U0845,R3346,133.42,Bank_A,Bank_B,D0845_1,Android,Jaipur,Rajasthan,BillPay,Healthcare,SUCCESS,0,none
T0046365,2026-03-25 14:15:31,U0099,R3803,3546.2,Bank_C,Bank_D,D0099_2,iOS,Jaipur,Rajasthan,P2M,Utilities,SUCCESS,0,none
T0046434,2026-03-25 16:45:37,U0756,R1935,318.89,Bank_B,Bank_C,D0756_1,Android,Hyderabad,Telangana,P2M,Healthcare,SUCCESS,0,none
T0046525,2026-03-25 20:01:55,U1299,R1144,510.95,Bank_D,Bank_E,D1299_1,Android,Delhi,Delhi,P2M,Utilities,SUCCESS,0,none
T0046548,2026-03-25 21:03:49,U1159,R3975,757.28,Bank_A,Bank_A,D1159_1,iOS,Mumbai,Maharashtra,P2P,Shopping,SUCCESS,0,none
T0046639,2026-03-26 01:52:50,U0365,R1760,89.71,Bank_C,Bank_B,D0365_1,Android,Mumbai,Maharashtra,P2M,Utilities,SUCCESS,0,none
T0046735,2026-03-26 05:56:32,U0099,R2270,1131.51,Bank_A,Bank_D,D0099_2,Android,Jaipur,Rajasthan,P2P,Food,SUCCESS,0,none
T0046880,2026-03-26 12:32:45,U0702,R3055,574.38,Bank_B,Bank_E,D0702_1,Android,Bengaluru,Karnataka,Recharge,Other,SUCCESS,0,none
T0046916,2026-03-26 13:38:20,U1075,R3547,133.21,Bank_B,Bank_C,D1075_1,Android,Chennai,Tamil Nadu,P2P,Shopping,SUCCESS,0,none
T0046953,2026-03-26 15:05:10,U1636,R0589,278.25,Bank_D,Bank_B,NEW_29398,Android,Pune,Maharashtra,P2M,Groceries,SUCCESS,0,none
T0046957,2026-03-26 15:09:59,U1224,R0361,558.59,Bank_A,Bank_E,D1224_1,Android,Chennai,Tamil Nadu,P2M,Shopping,SUCCESS,0,none
T0046977,2026-03-26 15:59:18,U1609,R0413,1124.46,Bank_B,Bank_A,D1609_1,Android,Hyderabad,Telangana,P2M,Other,SUCCESS,0,none
T0047063,2026-03-26 19:55:29,U1645,R0316,35.75,Bank_A,Bank_E,D1645_1,Android,Bengaluru,Karnataka,P2P,Groceries,SUCCESS,0,none
T0047088,2026-03-26 21:11:43,U1851,R1071,575.02,Bank_E,Bank_C,D1851_2,iOS,Pune,Maharashtra,Recharge,Groceries,SUCCESS,0,none
T0047150,2026-03-26 23:38:04,U1206,R3894,702.92,Bank_C,Bank_E,D1206_1,Android,Chennai,Tamil Nadu,BillPay,Food,SUCCESS,0,none
T0047436,2026-03-27 11:45:21,U0972,R2832,1131.84,Bank_B,Bank_B,D0972_1,Android,Hyderabad,Telangana,P2P,Other,SUCCESS,0,none
T0047523,2026-03-27 16:05:36,U1063,R3574,172.93,Bank_D,Bank_D,D1063_1,Android,Pune,Maharashtra,Recharge,Other,FAILED,0,none
T0047579,2026-03-27 18:29:34,U1713,R0053,1536.47,Bank_B,Bank_B,D1713_1,Android,Hyderabad,Telangana,P2P,Travel,SUCCESS,0,none
T0047592,2026-03-27 19:05:01,U0827,R2753,366.44,Bank_D,Bank_C,D0827_1,Android,Hyderabad,Telangana,P2M,Food,SUCCESS,0,none
T0047610,2026-03-27 19:59:05,U0387,R1192,2547.56,Bank_E,Bank_D,D0387_1,Android,Bengaluru,Karnataka,P2P,Travel,SUCCESS,0,none
T0047633,2026-03-27 20:47:50,U1179,R0564,675.77,Bank_A,Bank_C,D1179_1,iOS,Bengaluru,Karnataka,P2P,Shopping,SUCCESS,0,none
T0047768,2026-03-28 02:00:15,U0136,R0852,348.54,Bank_A,Bank_B,D0136_1,Android,Kolkata,West Bengal,P2M,Groceries,SUCCESS,0,none
T0047853,2026-03-28 05:23:00,U1185,R0427,612.82,Bank_B,Bank_C,D1185_2,iOS,Hyderabad,Telangana,P2M,Healthcare,SUCCESS,0,none
T0047895,2026-03-28 07:22:30,U0054,R2220,895.57,Bank_A,Bank_E,D0054_2,Android,Pune,Maharashtra,P2M,Other,SUCCESS,0,none
T0047945,2026-03-28 09:35:04,U1197,R2892,177.83,Bank_C,Bank_E,D1197_1,Android,Pune,Maharashtra,Recharge,Food,SUCCESS,0,none
T0048064,2026-03-28 14:17:53,U1413,R1349,124.9,Bank_E,Bank_A,D1413_1,iOS,Pune,Maharashtra,P2P,Groceries,SUCCESS,0,none
T0048086,2026-03-28 15:06:48,U1435,R3890,6825.23,Bank_D,Bank_A,D1435_1,Android,Kolkata,West Bengal,BillPay,Healthcare,SUCCESS,0,none
T0048105,2026-03-28 15:36:14,U0107,R0693,1706.94,Bank_C,Bank_B,D0107_1,Android,Hyderabad,Telangana,P2M,Healthcare,SUCCESS,0,none
T0048217,2026-03-28 19:52:26,U0364,R3688,103.91,Bank_A,Bank_D,NEW_80064,iOS,Chennai,Tamil Nadu,Recharge,Groceries,SUCCESS,1,new_device
T0048225,2026-03-28 20:04:43,U0396,R3812,70.19,Bank_C,Bank_E,D0396_2,iOS,Mumbai,Maharashtra,P2M,Utilities,SUCCESS,0,none
T0048235,2026-03-28 20:33:23,U0756,R3302,228.56,Bank_C,Bank_E,D0756_2,Android,Mumbai,Maharashtra,P2P,Food,FAILED,0,none
T0048253,2026-03-28 21:19:02,U1559,R1690,708.59,Bank_B,Bank_E,D1559_1,Android,Chennai,Tamil Nadu,P2P,Other,SUCCESS,0,none
T0048387,2026-03-29 02:55:08,U0698,R2129,392.64,Bank_D,Bank_C,D0698_2,Android,Jaipur,Rajasthan,P2M,Shopping,SUCCESS,0,none
T0048395,2026-03-29 03:08:55,U1751,R0733,2313.29,Bank_C,Bank_E,D1751_1,iOS,Chennai,Tamil Nadu,P2P,Travel,FAILED,0,none
T0048468,2026-03-29 06:46:08,U0828,R3945,63.86,Bank_D,Bank_D,D0828_2,Android,Delhi,Delhi,P2P,Shopping,SUCCESS,0,none
T0048493,2026-03-29 07:36:22,U1383,R1365,616.52,Bank_D,Bank_E,D1383_2,Android,Jaipur,Rajasthan,P2P,Other,SUCCESS,0,none
T0048526,2026-03-29 08:47:27,U1461,R0653,619.47,Bank_C,Bank_D,D1461_2,iOS,Kolkata,West Bengal,BillPay,Groceries,SUCCESS,0,none
T0048578,2026-03-29 10:51:15,U1239,R1374,533.77,Bank_A,Bank_D,D1239_1,Android,Pune,Maharashtra,BillPay,Food,SUCCESS,0,none
T0048651,2026-03-29 13:34:31,U1645,R0491,227.69,Bank_D,Bank_D,D1645_1,Android,Delhi,Delhi,P2M,Groceries,SUCCESS,0,none
T0048788,2026-03-29 20:11:52,U1418,R2005,6793.73,Bank_A,Bank_E,D1418_2,Android,Jaipur,Rajasthan,Recharge,Utilities,SUCCESS,0,none
T0048791,2026-03-29 20:13:53,U0444,R3108,395.92,Bank_B,Bank_C,D0444_1,Android,Pune,Maharashtra,P2M,Other,SUCCESS,0,none
T0048810,2026-03-29 21:20:07,U0586,R0342,680.31,Bank_E,Bank_A,D0586_1,Android,Pune,Maharashtra,P2P,Food,FAILED,0,none
T0048872,2026-03-30 00:15:50,U0208,R2375,213.09,Bank_D,Bank_C,D0208_1,iOS,Kolkata,West Bengal,P2P,Food,SUCCESS,0,none
T0048901,2026-03-30 01:26:58,U0007,R3751,9225.66,Bank_A,Bank_E,D0007_1,Android,Bengaluru,Karnataka,P2M,Utilities,SUCCESS,0,none
T0049147,2026-03-30 11:22:28,U0751,R0401,488.77,Bank_C,Bank_B,NEW_28980,Android,Hyderabad,Telangana,P2P,Groceries,SUCCESS,0,none
T0049185,2026-03-30 12:51:09,U0401,R3975,495.31,Bank_B,Bank_D,D0401_2,Android,Jaipur,Rajasthan,P2M,Shopping,SUCCESS,0,none
T0049372,2026-03-30 20:29:51,U1822,R0522,595.48,Bank_B,Bank_A,NEW_93910,Android,Bengaluru,Karnataka,Recharge,Other,SUCCESS,0,none
T0049499,2026-03-31 02:03:07,U0828,R3945,298.71,Bank_C,Bank_B,D0828_2,Android,Delhi,Delhi,P2P,Shopping,SUCCESS,0,none
T0049515,2026-03-31 02:53:15,U0153,R2493,209.81,Bank_A,Bank_B,D0153_2,Android,Chennai,Tamil Nadu,P2P,Other,SUCCESS,0,none
T0049546,2026-03-31 04:06:46,U1895,R1318,2934.0,Bank_B,Bank_B,D1895_1,Android,Delhi,Delhi,P2P,Healthcare,SUCCESS,0,none
T0049597,2026-03-31 06:00:12,U1636,R0749,479.37,Bank_E,Bank_A,D1636_1,Android,Pune,Maharashtra,P2M,Shopping,FAILED,0,none
T0049599,2026-03-31 06:05:47,U1690,R5098,315.37,Bank_D,Bank_A,D1690_1,Android,Chennai,Tamil Nadu,P2M,Travel,SUCCESS,0,none
T0049686,2026-03-31 10:11:29,U1652,R3872,1149.95,Bank_B,Bank_E,D1652_1,Android,Mumbai,Maharashtra,P2P,Utilities,SUCCESS,0,none
T0049692,2026-03-31 10:22:12,U0599,R3632,1692.24,Bank_E,Bank_E,D0599_1,Android,Chennai,Tamil Nadu,P2M,Travel,SUCCESS,0,none
T0049710,2026-03-31 11:01:41,U0702,R0142,2283.78,Bank_B,Bank_E,D0702_1,Android,Bengaluru,Karnataka,P2P,Food,SUCCESS,0,none
T0049718,2026-03-31 11:27:46,U0592,R1810,280.05,Bank_A,Bank_A,D0592_1,iOS,Delhi,Delhi,BillPay,Food,SUCCESS,0,none
T0049751,2026-03-31 12:48:46,U0828,R4379,76.95,Bank_A,Bank_B,D0828_1,Android,Delhi,Delhi,Recharge,Travel,SUCCESS,0,none
T0049789,2026-03-31 14:53:52,U0570,R0944,868.33,Bank_E,Bank_C,D0570_1,iOS,Kolkata,West Bengal,P2M,Food,SUCCESS,0,none
T0049805,2026-03-31 15:44:57,U1536,R2519,1328.89,Bank_C,Bank_E,D1536_2,iOS,Hyderabad,Telangana,P2M,Travel,SUCCESS,0,none
T0049923,2026-03-31 20:51:52,U1232,R2137,748.0,Bank_A,Bank_B,D1232_1,Android,Mumbai,Maharashtra,Recharge,Food,SUCCESS,0,none
T0049937,2026-03-31 21:25:57,U0819,R2667,5543.51,Bank_D,Bank_A,D0819_1,Android,Hyderabad,Telangana,P2P,Food,SUCCESS,0,none
